Open,Close,High,Low,Price,Change%,Date_Gregorian,Date_Persian
"227,953","227,953","227,953","227,953",475,0.21%,2021/08/31,1400/06/09
"228,428","228,428","228,428","228,428",395,0.17%,2021/08/30,1400/06/08
"228,823","228,823","228,823","228,823",268,0.12%,2021/08/29,1400/06/07
"229,091","229,091","229,091","229,091",679,0.3%,2021/08/28,1400/06/06
"228,412","228,412","228,412","228,412",507,0.22%,2021/08/27,1400/06/05
"228,919","228,919","228,919","228,919",997,0.44%,2021/08/25,1400/06/03
"227,922","227,922","227,922","227,922",910,0.4%,2021/08/24,1400/06/02
"227,012","227,012","227,012","227,012",1629,0.72%,2021/08/23,1400/06/01
"228,641","228,641","228,641","228,641",628,0.28%,2021/08/22,1400/05/31
"228,013","228,013","228,013","228,013",1339,0.59%,2021/08/21,1400/05/30
"226,674","226,674","226,674","226,674",1838,0.82%,2021/08/14,1400/05/23
"224,836","224,836","224,836","224,836",246,0.11%,2021/08/13,1400/05/22
"225,082","225,082","225,082","225,082",442,0.2%,2021/08/10,1400/05/19
"224,640","224,640","224,640","224,640",278,0.12%,2021/08/09,1400/05/18
"224,918","224,918","224,918","224,918",944,0.42%,2021/08/08,1400/05/17
"223,974","223,974","223,974","223,974",49,0.02%,2021/08/07,1400/05/16
"223,925","223,925","223,925","223,925",2755,1.25%,2021/08/06,1400/05/15
"221,170","221,170","221,170","221,170",996,0.45%,2021/08/03,1400/05/12
"222,166","222,166","222,166","222,166",30,0.01%,2021/08/02,1400/05/11
"222,196","222,196","222,196","222,196",216,0.1%,2021/08/01,1400/05/10
"221,980","221,980","221,980","221,980",777,0.35%,2021/07/31,1400/05/09
"221,203","221,203","221,203","221,203",229,0.1%,2021/07/30,1400/05/08
"220,974","220,974","220,974","220,974",602,0.27%,2021/07/27,1400/05/05
"221,576","221,576","221,576","221,576",91,0.04%,2021/07/26,1400/05/04
"221,667","221,667","221,667","221,667",338,0.15%,2021/07/25,1400/05/03
"222,005","222,005","222,005","222,005",369,0.17%,2021/07/18,1400/04/27
"221,636","221,636","221,636","221,636",372,0.17%,2021/07/17,1400/04/26
"222,008","222,008","222,008","222,008",260,0.12%,2021/07/16,1400/04/25
"222,268","221,550","222,268","222,268",718,0.32%,2021/07/13,1400/04/22
"221,550","221,550","221,550","221,550",229,0.1%,2021/07/12,1400/04/21
"217,093","217,093","221,321","221,321",2107,0.96%,2021/07/11,1400/04/20
"219,214","219,214","219,214","219,214",1662,0.76%,2021/07/10,1400/04/19
"220,876","220,876","220,876","220,876",1473,0.67%,2021/07/09,1400/04/18
"222,349","222,349","222,349","222,349",290,0.13%,2021/07/07,1400/04/16
"222,059","222,059","222,059","222,059",2668,1.22%,2021/07/06,1400/04/15
"219,391","219,391","219,391","219,391",365,0.17%,2021/07/05,1400/04/14
"219,026","219,026","219,026","219,026",1933,0.89%,2021/07/04,1400/04/13
"217,093","217,093","217,093","217,093",751,0.35%,2021/07/03,1400/04/12
"217,844","217,844","217,844","217,844",554,0.25%,2021/07/02,1400/04/11
"217,290","214,882","217,290","217,290",2408,1.12%,2021/06/30,1400/04/09
"214,882","214,882","214,882","214,882",840,0.39%,2021/06/29,1400/04/08
"214,042","214,042","214,042","214,042",2304,1.09%,2021/06/28,1400/04/07
"211,738","211,738","211,738","211,738",149,0.07%,2021/06/27,1400/04/06
"211,887","211,887","211,887","211,887",1082,0.51%,2021/06/26,1400/04/05
"210,805","210,805","210,805","210,805",4402,2.13%,2021/06/25,1400/04/04
"206,403","206,403","206,403","206,403",2023,0.98%,2021/06/23,1400/04/02
"208,426","208,426","208,426","208,426",668,0.32%,2021/06/22,1400/04/01
"207,758","207,758","207,758","207,758",556,0.27%,2021/06/21,1400/03/31
"208,314","208,314","208,314","208,314",1276,0.62%,2021/06/20,1400/03/30
"207,038","207,038","207,038","207,038",2238,1.08%,2021/06/19,1400/03/29
"209,276","209,276","209,276","209,276",4097,2%,2021/06/18,1400/03/28
"205,179","205,179","205,179","205,179",1117,0.55%,2021/06/16,1400/03/26
"204,062","204,062","204,062","204,062",749,0.37%,2021/06/15,1400/03/25
"203,313","203,313","203,313","203,313",528,0.26%,2021/06/14,1400/03/24
"203,841","203,841","203,841","203,841",1493,0.74%,2021/06/13,1400/03/23
"202,348","202,348","202,348","202,348",1290,0.64%,2021/06/12,1400/03/22
"203,638","203,638","203,638","203,638",1573,0.78%,2021/06/11,1400/03/21
"202,065","202,065","202,065","202,065",118,0.06%,2021/06/09,1400/03/19
"202,183","202,183","202,183","202,183",678,0.34%,2021/06/08,1400/03/18
"201,505","201,505","201,505","201,505",1338,0.66%,2021/06/07,1400/03/17
"202,843","202,843","202,843","202,843",231,0.11%,2021/06/06,1400/03/16
"202,612","202,612","202,612","202,612",1180,0.59%,2021/06/03,1400/03/13
"201,432","201,432","201,432","201,432",484,0.24%,2021/06/01,1400/03/11
"201,916","201,916","201,916","201,916",702,0.35%,2021/05/31,1400/03/10
"202,618","202,618","202,618","202,618",121,0.06%,2021/05/30,1400/03/09
"202,497","202,497","202,497","202,497",49,0.02%,2021/05/29,1400/03/08
"202,546","202,546","202,546","202,546",-,-,2021/05/28,1400/03/07
"202,809","202,809","202,809","202,809",500,0.25%,2021/05/26,1400/03/05
"202,309","202,309","202,309","202,309",359,0.18%,2021/05/25,1400/03/04
"202,668","202,668","202,668","202,668",1338,0.66%,2021/05/24,1400/03/03
"204,006","204,006","204,006","204,006",24,0.01%,2021/05/23,1400/03/02
"204,030","204,030","204,030","204,030",792,0.39%,2021/05/22,1400/03/01
"204,822","204,822","204,822","204,822",1198,0.59%,2021/05/21,1400/02/31
"203,624","203,624","203,624","203,624",952,0.47%,2021/05/19,1400/02/29
"202,672","202,672","202,672","202,672",1533,0.76%,2021/05/18,1400/02/28
"204,205","204,205","204,205","204,205",930,0.46%,2021/05/17,1400/02/27
"203,275","203,275","203,275","203,275",1725,0.85%,2021/05/16,1400/02/26
"205,000","205,000","205,000","205,000",33,0.02%,2021/05/15,1400/02/25
"207,826","207,826","207,826","207,826",4783,2.36%,2021/05/12,1400/02/22
"203,043","203,043","203,043","203,043",4083,2.01%,2021/05/11,1400/02/21
"207,126","207,126","207,126","207,126",4118,1.99%,2021/05/09,1400/02/19
"211,244","211,244","211,244","211,244",4040,1.91%,2021/05/08,1400/02/18
"215,284","215,284","215,284","215,284",11998,5.57%,2021/05/07,1400/02/17
"227,282","227,282","227,282","227,282",4522,2.03%,2021/05/05,1400/02/15
"222,760","222,760","222,760","222,760",3006,1.37%,2021/05/02,1400/02/12
"219,754","219,754","219,754","219,754",7342,3.34%,2021/05/01,1400/02/11
"227,096","227,096","227,096","227,096",907,0.4%,2021/04/30,1400/02/10
"226,189","226,189","226,189","226,189",519,0.23%,2021/04/28,1400/02/08
"225,670","225,670","225,670","225,670",3379,1.5%,2021/04/27,1400/02/07
"229,049","229,049","229,049","229,049",430,0.19%,2021/04/26,1400/02/06
"229,479","229,479","229,479","229,479",252,0.11%,2021/04/25,1400/02/05
"229,227","229,227","229,227","229,227",78,0.03%,2021/04/24,1400/02/04
"229,149","229,149","229,149","229,149",622,0.27%,2021/04/23,1400/02/03
"228,527","228,527","228,527","228,527",2024,0.89%,2021/04/21,1400/02/01
"230,551","230,551","230,551","230,551",509,0.22%,2021/04/20,1400/01/31
"231,060","231,060","231,060","231,060",236,0.1%,2021/04/19,1400/01/30
"230,824","230,824","230,824","230,824",840,0.36%,2021/04/18,1400/01/29
"231,664","231,664","231,664","231,664",1377,0.59%,2021/04/17,1400/01/28
"233,041","233,041","233,041","233,041",2083,0.9%,2021/04/16,1400/01/27
"230,958","230,958","230,958","230,958",999,0.43%,2021/04/14,1400/01/25
"229,959","229,959","229,959","229,959",518,0.23%,2021/04/13,1400/01/24
"230,477","230,477","230,477","230,477",1143,0.5%,2021/04/12,1400/01/23
"229,334","229,334","229,334","229,334",16,0.01%,2021/04/11,1400/01/22
"229,318","229,318","229,318","229,318",455,0.2%,2021/04/10,1400/01/21
"228,863","228,863","228,863","228,863",1474,0.65%,2021/04/09,1400/01/20
"227,389","227,389","227,389","227,389",68,0.03%,2021/04/07,1400/01/18
"227,321","227,321","227,321","227,321",578,0.25%,2021/04/06,1400/01/17
"226,743","226,743","226,743","226,743",4237,1.9%,2021/04/05,1400/01/16
"222,506","222,506","222,506","222,506",3234,1.45%,2021/04/04,1400/01/15
"225,740","225,740","225,740","225,740",285,0.13%,2021/04/03,1400/01/14
"225,455","225,455","225,455","225,455",351,0.16%,2021/04/02,1400/01/13
"225,104","225,104","225,104","225,104",242,0.11%,2021/03/30,1400/01/10
"224,862","224,862","224,862","224,862",256,0.11%,2021/03/29,1400/01/09
"224,606","224,606","224,606","224,606",7394,3.29%,2021/03/27,1400/01/07
"232,000","232,000","232,000","232,000",4884,2.15%,2021/03/26,1400/01/06
"227,116","227,116","227,116","227,116",4123,1.85%,2021/03/24,1400/01/04
"222,993","222,993","222,993","222,993",4011,1.8%,2021/03/18,1399/12/28
"227,004","227,004","227,004","227,004",365,0.16%,2021/03/16,1399/12/26
"227,369","227,369","227,369","227,369",564,0.25%,2021/03/15,1399/12/25
"227,933","227,933","227,933","227,933",1134,0.5%,2021/03/14,1399/12/24
"229,067","229,067","229,067","229,067",393,0.17%,2021/03/13,1399/12/23
"229,460","229,460","229,460","229,460",1181,0.52%,2021/03/12,1399/12/22
"228,279","228,279","228,279","228,279",1367,0.6%,2021/03/09,1399/12/19
"226,912","226,912","226,912","226,912",3646,1.61%,2021/03/08,1399/12/18
"230,558","230,558","230,558","230,558",4291,1.86%,2021/03/07,1399/12/17
"234,849","234,849","234,849","234,849",4047,1.72%,2021/03/06,1399/12/16
"238,896","238,896","238,896","238,896",4353,1.86%,2021/03/05,1399/12/15
"234,543","234,543","234,543","234,543",3803,1.62%,2021/03/03,1399/12/13
"238,346","238,346","238,346","238,346",3830,1.63%,2021/03/02,1399/12/12
"234,516","234,516","234,516","234,516",1344,0.57%,2021/03/01,1399/12/11
"235,860","235,860","235,860","235,860",1509,0.64%,2021/02/28,1399/12/10
"234,351","234,351","234,351","234,351",1511,0.64%,2021/02/27,1399/12/09
"235,862","235,862","235,862","235,862",560,0.24%,2021/02/26,1399/12/08
"236,422","236,422","236,422","236,422",2529,1.07%,2021/02/23,1399/12/05
"238,951","238,951","238,951","238,951",892,0.37%,2021/02/22,1399/12/04
"239,843","239,843","239,843","239,843",1638,0.69%,2021/02/21,1399/12/03
"238,205","238,205","238,205","238,205",6376,2.68%,2021/02/20,1399/12/02
"244,581","244,581","244,581","244,581",9462,4.02%,2021/02/19,1399/12/01
"235,119","235,119","235,119","235,119",4039,1.72%,2021/02/17,1399/11/29
"239,158","239,158","239,158","239,158",4537,1.9%,2021/02/16,1399/11/28
"243,695","243,695","243,695","243,695",456,0.19%,2021/02/15,1399/11/27
"243,239","243,239","243,239","243,239",9494,4.06%,2021/02/14,1399/11/26
"233,745","233,745","233,745","233,745",1063,0.45%,2021/02/13,1399/11/25
"234,808","234,808","234,808","234,808",2366,1.01%,2021/02/12,1399/11/24
"237,174","237,174","237,174","237,174",2977,1.27%,2021/02/10,1399/11/22
"234,197","234,197","234,197","234,197",1006,0.43%,2021/02/08,1399/11/20
"235,203","235,203","235,203","235,203",1693,0.73%,2021/02/07,1399/11/19
"233,510","233,510","233,510","233,510",2133,0.92%,2021/02/06,1399/11/18
"231,377","231,377","231,377","231,377",1190,0.51%,2021/02/05,1399/11/17
"232,567","232,567","232,567","232,567",1059,0.46%,2021/02/03,1399/11/15
"231,508","231,508","231,508","231,508",5,-,2021/02/02,1399/11/14
"231,503","231,503","231,503","231,503",4797,2.12%,2021/02/01,1399/11/13
"226,706","226,706","226,706","226,706",3603,1.59%,2021/01/31,1399/11/12
"230,309","230,309","230,309","230,309",5382,2.34%,2021/01/30,1399/11/11
"235,691","235,691","235,691","235,691",6473,2.82%,2021/01/29,1399/11/10
"229,218","229,218","229,218","229,218",1827,0.8%,2021/01/27,1399/11/08
"231,045","231,045","231,045","231,045",1504,0.66%,2021/01/26,1399/11/07
"229,541","229,541","229,541","229,541",1913,0.84%,2021/01/25,1399/11/06
"227,628","227,628","227,628","227,628",998,0.44%,2021/01/24,1399/11/05
"226,630","226,630","226,630","226,630",153,0.07%,2021/01/23,1399/11/04
"226,044","226,044","226,477","226,477",4404,1.94%,2021/01/22,1399/11/03
"230,881","230,881","230,881","230,881",164,0.07%,2021/01/19,1399/10/30
"230,717","230,717","230,717","230,717",13059,5.66%,2021/01/18,1399/10/29
"243,776","243,776","243,776","243,776",8013,3.29%,2021/01/17,1399/10/28
"251,789","251,789","251,789","251,789",1784,0.71%,2021/01/15,1399/10/26
"250,005","250,005","250,005","250,005",3570,1.43%,2021/01/13,1399/10/24
"253,575","253,575","253,575","253,575",2706,1.08%,2021/01/12,1399/10/23
"250,869","250,869","250,869","250,869",448,0.18%,2021/01/11,1399/10/22
"251,317","251,317","251,317","251,317",2741,1.09%,2021/01/10,1399/10/21
"254,058","254,058","254,058","254,058",1478,0.58%,2021/01/09,1399/10/20
"255,536","255,536","255,536","255,536",222,0.09%,2021/01/08,1399/10/19
"255,314","255,314","255,314","255,314",204,0.08%,2021/01/06,1399/10/17
"255,110","255,110","255,110","255,110",1579,0.62%,2021/01/05,1399/10/16
"253,531","253,531","253,531","253,531",1794,0.71%,2021/01/04,1399/10/15
"255,325","255,325","255,325","255,325",548,0.22%,2021/01/03,1399/10/14
"254,777","254,777","254,777","254,777",682,0.27%,2021/01/02,1399/10/13
"255,459","255,459","255,459","255,459",499,0.2%,2021/01/01,1399/10/12
"254,960","254,960","254,960","254,960",568,0.22%,2020/12/30,1399/10/10
"255,528","255,528","255,528","255,528",25,0.01%,2020/12/29,1399/10/09
"255,553","255,553","255,553","255,553",11,-,2020/12/28,1399/10/08
"255,564","255,564","255,564","255,564",456,0.18%,2020/12/27,1399/10/07
"255,108","255,108","255,108","255,108",1525,0.6%,2020/12/26,1399/10/06
"253,583","253,583","253,583","253,583",1014,0.4%,2020/12/25,1399/10/05
"255,189","254,597","255,189","254,597",240,0.09%,2020/12/23,1399/10/03
"254,357","254,357","254,357","254,357",832,0.33%,2020/12/22,1399/10/02
"255,189","255,189","255,189","255,189",2062,0.81%,2020/12/21,1399/10/01
"257,251","257,251","257,251","257,251",609,0.24%,2020/12/20,1399/09/30
"257,860","257,860","257,860","257,860",2832,1.11%,2020/12/19,1399/09/29
"255,028","255,028","255,028","255,028",1131,0.44%,2020/12/18,1399/09/28
"256,159","256,159","256,159","256,159",1101,0.43%,2020/12/16,1399/09/26
"255,058","255,058","255,058","255,058",1821,0.71%,2020/12/15,1399/09/25
"256,879","256,879","256,879","256,879",2132,0.83%,2020/12/14,1399/09/24
"259,011","259,011","259,011","259,011",1255,0.49%,2020/12/13,1399/09/23
"257,756","257,756","257,756","257,756",1113,0.43%,2020/12/12,1399/09/22
"256,643","256,643","256,643","256,643",1640,0.64%,2020/12/11,1399/09/21
"255,003","255,003","255,003","255,003",233,0.09%,2020/12/09,1399/09/19
"255,236","255,236","255,236","255,236",1057,0.41%,2020/12/08,1399/09/18
"256,293","256,293","256,293","256,293",296,0.12%,2020/12/07,1399/09/17
"256,589","256,589","256,589","256,589",1522,0.59%,2020/12/05,1399/09/15
"258,111","258,111","258,111","258,111",3062,1.2%,2020/12/04,1399/09/14
"255,049","255,049","255,049","255,049",148,0.06%,2020/12/02,1399/09/12
"254,901","254,901","254,901","254,901",878,0.35%,2020/12/01,1399/09/11
"254,023","254,023","254,023","254,023",1037,0.41%,2020/11/30,1399/09/10
"255,060","255,060","255,060","255,060",425,0.17%,2020/11/29,1399/09/09
"254,635","254,635","254,635","254,635",5245,2.06%,2020/11/28,1399/09/08
"259,880","259,880","259,880","259,880",3603,1.41%,2020/11/27,1399/09/07
"256,277","256,277","256,277","256,277",2448,0.96%,2020/11/25,1399/09/05
"258,725","258,725","258,725","258,725",105,0.04%,2020/11/23,1399/09/03
"258,830","258,830","258,830","258,830",956,0.37%,2020/11/22,1399/09/02
"259,786","259,786","259,786","259,786",383,0.15%,2020/11/21,1399/09/01
"259,403","259,403","259,403","259,403",763,0.29%,2020/11/20,1399/08/30
"260,166","260,166","260,166","260,166",1782,0.69%,2020/11/18,1399/08/28
"258,384","258,384","258,384","258,384",7151,2.85%,2020/11/17,1399/08/27
"251,233","251,233","251,233","251,233",7207,2.87%,2020/11/16,1399/08/26
"258,440","258,440","258,440","258,440",2826,1.11%,2020/11/15,1399/08/25
"255,614","255,614","255,614","255,614",2103,0.83%,2020/11/13,1399/08/23
"253,511","253,511","253,511","253,511",3401,1.34%,2020/11/11,1399/08/21
"256,912","256,912","256,912","256,912",13842,5.69%,2020/11/10,1399/08/20
"243,070","243,070","243,070","243,070",344,0.14%,2020/11/09,1399/08/19
"243,414","243,414","243,414","243,414",11387,4.68%,2020/11/08,1399/08/18
"254,801","254,801","254,801","254,801",14608,5.73%,2020/11/07,1399/08/17
"269,409","269,409","269,409","269,409",34,0.01%,2020/11/06,1399/08/16
"269,375","269,375","269,375","269,375",3862,1.45%,2020/11/04,1399/08/14
"265,513","265,513","265,513","265,513",1115,0.42%,2020/11/03,1399/08/13
"264,398","264,398","264,398","264,398",6743,2.55%,2020/11/01,1399/08/11
"271,141","271,141","271,141","271,141",2300,0.86%,2020/10/31,1399/08/10
"268,841","268,841","268,841","268,841",643,0.24%,2020/10/30,1399/08/09
"268,198","268,198","268,198","268,198",1846,0.69%,2020/10/28,1399/08/07
"270,044","270,044","270,044","270,044",4159,1.56%,2020/10/27,1399/08/06
"265,885","265,885","265,885","265,885",2311,0.87%,2020/10/26,1399/08/05
"268,196","268,196","268,196","268,196",384,0.14%,2020/10/25,1399/08/04
"267,812","267,812","267,812","267,812",2642,1%,2020/10/23,1399/08/02
"265,170","265,170","265,170","265,170",1187,0.45%,2020/10/21,1399/07/30
"266,357","266,357","266,357","266,357",9683,3.64%,2020/10/20,1399/07/29
"276,040","276,040","276,040","276,040",10555,3.98%,2020/10/19,1399/07/28
"265,485","265,485","265,485","265,485",11130,4.38%,2020/10/18,1399/07/27
"254,355","254,355","254,355","254,355",5638,2.27%,2020/10/17,1399/07/26
"248,717","248,717","248,717","248,717",1910,0.77%,2020/10/14,1399/07/23
"250,627","250,627","250,627","250,627",4371,1.77%,2020/10/13,1399/07/22
"246,256","246,256","246,256","246,256",1467,0.6%,2020/10/12,1399/07/21
"244,789","244,789","244,789","244,789",4535,1.89%,2020/10/11,1399/07/20
"240,254","240,254","240,254","240,254",1224,0.51%,2020/10/10,1399/07/19
"239,030","239,030","239,030","239,030",594,0.25%,2020/10/09,1399/07/18
"238,436","238,436","238,436","238,436",5221,2.19%,2020/10/06,1399/07/15
"243,657","243,657","243,657","243,657",6758,2.85%,2020/10/05,1399/07/14
"236,899","236,899","236,899","236,899",908,0.38%,2020/10/04,1399/07/13
"235,991","235,991","235,991","235,991",1963,0.83%,2020/10/02,1399/07/11
"237,954","237,954","237,954","237,954",2984,1.27%,2020/09/30,1399/07/09
"234,970","234,970","234,970","234,970",413,0.18%,2020/09/29,1399/07/08
"235,383","235,383","235,383","235,383",2858,1.21%,2020/09/28,1399/07/07
"238,241","238,241","238,241","238,241",639,0.27%,2020/09/27,1399/07/06
"237,602","237,602","237,602","237,602",1104,0.46%,2020/09/26,1399/07/05
"238,706","238,706","238,706","238,706",13716,6.1%,2020/09/25,1399/07/04
"224,990","224,990","224,990","224,990",4140,1.87%,2020/09/23,1399/07/02
"220,850","220,850","220,850","220,850",5853,2.65%,2020/09/21,1399/06/31
"226,703","226,703","226,703","226,703",7240,3.3%,2020/09/20,1399/06/30
"219,463","219,463","219,463","219,463",2859,1.3%,2020/09/19,1399/06/29
"222,322","222,322","222,322","222,322",14103,6.77%,2020/09/16,1399/06/26
"208,219","208,219","208,219","208,219",4356,2.09%,2020/09/15,1399/06/25
"212,575","212,575","212,575","212,575",2573,1.21%,2020/09/14,1399/06/24
"215,148","215,148","215,148","215,148",3503,1.66%,2020/09/13,1399/06/23
"211,645","211,645","211,645","211,645",1027,0.49%,2020/09/12,1399/06/22
"210,618","210,618","210,618","210,618",2320,1.1%,2020/09/11,1399/06/21
"212,938","212,938","212,938","212,938",3164,1.49%,2020/09/09,1399/06/19
"216,102","216,102","216,102","216,102",2537,1.17%,2020/09/08,1399/06/18
"218,639","218,639","218,639","218,639",3706,1.72%,2020/09/07,1399/06/17
"214,933","214,933","214,933","214,933",3468,1.64%,2020/09/05,1399/06/15
"211,465","211,465","211,465","211,465",10073,5%,2020/08/31,1399/06/10
"201,392","201,392","201,392","201,392",166,0.08%,2020/08/24,1399/06/03
"201,558","201,558","201,558","201,558",2400,1.21%,2020/08/23,1399/06/02
"199,158","199,158","199,158","199,158",5205,2.68%,2020/08/22,1399/06/01
"193,953","193,953","193,953","193,953",3799,1.96%,2020/08/19,1399/05/29
"197,752","197,752","197,752","197,752",1072,0.55%,2020/08/18,1399/05/28
"196,680","196,680","196,680","196,680",3518,1.82%,2020/08/17,1399/05/27
"193,162","193,162","193,162","193,162",6062,3.24%,2020/08/15,1399/05/25
"187,100","187,100","187,100","187,100",3418,1.83%,2020/08/12,1399/05/22
"190,518","190,518","190,518","190,518",2951,1.57%,2020/08/11,1399/05/21
"187,567","187,567","187,567","187,567",2066,1.11%,2020/08/09,1399/05/19
"185,501","185,501","185,501","185,501",568,0.31%,2020/08/05,1399/05/15
"184,933","184,933","184,933","184,933",3520,1.94%,2020/08/04,1399/05/14
"181,413","181,413","181,413","181,413",617,0.34%,2020/08/03,1399/05/13
"182,030","182,030","182,030","182,030",1440,0.79%,2020/08/02,1399/05/12
"183,470","183,470","183,470","183,470",7214,3.93%,2020/08/01,1399/05/11
"190,684","190,684","190,684","190,684",7724,4.22%,2020/07/31,1399/05/10
"182,960","182,960","182,960","182,960",912,0.5%,2020/07/29,1399/05/08
"183,872","183,872","183,872","183,872",805,0.44%,2020/07/28,1399/05/07
"183,067","183,067","183,067","183,067",3376,1.84%,2020/07/27,1399/05/06
"186,443","186,443","186,443","186,443",5446,3.01%,2020/07/26,1399/05/05
"180,997","180,997","180,997","180,997",662,0.37%,2020/07/25,1399/05/04
"181,659","181,659","181,659","181,659",1331,0.73%,2020/07/24,1399/05/03
"182,990","182,990","182,990","182,990",5995,3.39%,2020/07/22,1399/05/01
"176,995","176,995","176,995","176,995",4633,2.62%,2020/07/21,1399/04/31
"181,628","181,628","181,628","181,628",3680,2.03%,2020/07/20,1399/04/30
"185,308","185,308","185,308","185,308",15429,8.33%,2020/07/19,1399/04/29
"200,737","200,737","200,737","200,737",16287,8.83%,2020/07/18,1399/04/28
"184,450","184,450","184,450","184,450",7956,4.51%,2020/07/17,1399/04/27
"176,494","176,494","176,494","176,494",1213,0.69%,2020/07/15,1399/04/25
"175,281","175,281","175,281","175,281",972,0.55%,2020/07/14,1399/04/24
"176,253","176,253","176,253","176,253",6338,3.73%,2020/07/13,1399/04/23
"169,915","169,915","169,915","169,915",4010,2.36%,2020/07/12,1399/04/22
"173,925","173,925","173,925","173,925",4592,2.71%,2020/07/11,1399/04/21
"169,333","169,333","169,333","169,333",7572,4.47%,2020/07/10,1399/04/20
"176,905","176,905","176,905","176,905",7697,4.55%,2020/07/08,1399/04/18
"169,208","169,208","169,208","169,208",1093,0.65%,2020/07/07,1399/04/17
"170,301","170,301","170,301","170,301",1102,0.65%,2020/07/06,1399/04/16
"169,199","169,199","169,199","169,199",821,0.49%,2020/07/05,1399/04/15
"168,378","168,378","168,378","168,378",375,0.22%,2020/07/04,1399/04/14
"168,753","168,753","168,753","168,753",1369,0.82%,2020/07/03,1399/04/13
"167,384","167,384","167,384","167,384",563,0.34%,2020/07/01,1399/04/11
"166,821","166,821","166,821","166,821",456,0.27%,2020/06/30,1399/04/10
"167,277","167,277","167,277","167,277",2163,1.31%,2020/06/29,1399/04/09
"165,114","165,114","165,114","165,114",1336,0.82%,2020/06/28,1399/04/08
"163,778","163,778","163,778","163,778",460,0.28%,2020/06/27,1399/04/07
"163,318","163,318","163,318","163,318",1694,1.05%,2020/06/26,1399/04/06
"161,624","161,624","161,624","161,624",18,0.01%,2020/06/24,1399/04/04
"161,642","161,642","161,642","161,642",269,0.17%,2020/06/23,1399/04/03
"161,373","161,373","161,373","161,373",2124,1.32%,2020/06/22,1399/04/02
"163,497","163,497","163,497","163,497",2240,1.39%,2020/06/21,1399/04/01
"161,257","161,257","161,257","161,257",651,0.41%,2020/06/20,1399/03/31
"160,606","160,606","160,606","160,606",1903,1.2%,2020/06/19,1399/03/30
"158,703","158,703","158,703","158,703",1090,0.69%,2020/06/17,1399/03/28
"159,793","159,793","159,793","159,793",663,0.42%,2020/06/15,1399/03/26
"159,130","159,130","159,130","159,130",4018,2.59%,2020/06/14,1399/03/25
"155,112","155,112","155,112","155,112",2365,1.52%,2020/06/13,1399/03/24
"157,477","157,477","157,477","157,477",418,0.27%,2020/06/12,1399/03/23
"157,895","157,895","157,895","157,895",182,0.12%,2020/06/10,1399/03/21
"157,713","157,713","157,713","157,713",138,0.09%,2020/06/09,1399/03/20
"157,575","157,575","157,575","157,575",1119,0.72%,2020/06/08,1399/03/19
"156,456","156,456","156,932","156,456",476,0.3%,2020/06/07,1399/03/18
"156,932","156,932","156,932","156,932",41,0.03%,2020/06/06,1399/03/17
"156,891","156,891","156,891","156,891",1215,0.77%,2020/06/05,1399/03/16
"158,106","158,106","158,106","158,106",1516,0.97%,2020/06/01,1399/03/12
"156,590","156,590","156,590","156,590",1881,1.2%,2020/05/31,1399/03/11
"158,471","158,471","158,471","158,471",3083,1.98%,2020/05/27,1399/03/07
"155,388","155,388","155,388","155,388",238,0.15%,2020/05/26,1399/03/06
"155,626","155,626","155,626","155,626",2447,1.57%,2020/05/25,1399/03/05
"158,073","158,073","158,073","158,073",4936,3.22%,2020/05/22,1399/03/02
"153,137","153,137","153,137","153,137",516,0.34%,2020/05/20,1399/02/31
"152,621","152,621","152,621","152,621",3637,2.44%,2020/05/19,1399/02/30
"148,984","148,984","148,984","148,984",1599,1.07%,2020/05/18,1399/02/29
"150,583","150,583","150,583","150,583",10197,7.26%,2020/05/17,1399/02/28
"140,386","140,386","140,386","140,386",4996,3.56%,2020/05/16,1399/02/27
"145,382","145,382","145,382","145,382",3809,2.69%,2020/05/15,1399/02/26
"141,573","141,573","141,573","141,573",94,0.07%,2020/05/13,1399/02/24
"141,667","141,667","141,667","141,667",811,0.57%,2020/05/12,1399/02/23
"142,478","142,478","142,478","142,478",311,0.22%,2020/05/11,1399/02/22
"142,789","142,789","142,789","142,789",311,0.22%,2020/05/10,1399/02/21
"142,478","142,478","142,478","142,478",1595,1.12%,2020/05/09,1399/02/20
"144,073","144,073","144,073","144,073",4471,3.2%,2020/05/08,1399/02/19
"139,602","139,602","139,602","139,602",764,0.55%,2020/05/06,1399/02/17
"140,366","140,366","140,366","140,366",4129,2.94%,2020/05/05,1399/02/16
"144,495","144,495","144,495","144,495",1779,1.25%,2020/05/04,1399/02/15
"142,716","142,716","142,716","142,716",709,0.5%,2020/05/03,1399/02/14
"142,007","142,007","142,007","142,007",777,0.55%,2020/05/02,1399/02/13
"142,784","142,784","142,784","142,784",3648,2.62%,2020/05/01,1399/02/12
"139,136","139,136","139,136","139,136",1196,0.86%,2020/04/29,1399/02/10
"140,332","140,332","140,332","140,332",828,0.59%,2020/04/28,1399/02/09
"139,504","139,504","139,504","139,504",325,0.23%,2020/04/27,1399/02/08
"139,829","139,829","139,829","139,829",554,0.4%,2020/04/26,1399/02/07
"139,275","139,275","139,275","139,275",4946,3.55%,2020/04/25,1399/02/06
"144,221","144,221","144,221","144,221",4028,2.87%,2020/04/24,1399/02/05
"140,193","140,193","140,193","140,193",342,0.24%,2020/04/22,1399/02/03
